movieId;title;casts;director;writers;maturity;keywords;popularity;tagline;poster;backdrop;language;description;genres;companies;releaseDate;runtime;trailer;titleImage;dateAdded;views
81;Snow White and the Huntsman;Kristen Stewart,Charlize Theron,Chris Hemsworth,Sam Claflin,Ian McShane;Rupert Sanders;Evan Daugherty,John Lee Hancock,Hossein Amini;PG-13;queen,magic,fairy tale,immortality,forest;77.178973;The Fairytale is Over;https://image.tmdb.org/t/p/w300/8yKdQHaqOo1lkaErmqMuYFespYI.jpg;https://image.tmdb.org/t/p/original/KBe9fHU5rVg4daoKnFwl1Cbc28.jpg;en;After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.;ADVENTURE,FANTASY,DRAMA;Universal Pictures,Roth Films;5-30-2012;1h 52m;video;https://image.tmdb.org/t/p/w500/aNQW63z5TwLqvXCBsiewcII9yDr.png;11-17-2023;786
82;Maleficent;Angelina Jolie,Elle Fanning,Sharlto Copley,Sam Riley,Juno Temple;Robert Stromberg;Linda Woolverton;PG;fairy tale,villain,Sleeping Beauty,dark fantasy,based on fairy tale;110.620647;Don't believe the fairy tale.;https://image.tmdb.org/t/p/w300/ik8PugpL41s137RAWEGTAWu0dPo.jpg;https://image.tmdb.org/t/p/original/xjotE7aFdZ0D8aGriYjFOtDayct.jpg;en;The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.;FANTASY,ADVENTURE,ACTION,FAMILY,ROMANCE;Walt Disney Pictures,Walt Disney Studios Motion Pictures,Roth Films;5-28-2014;2h 0m;video;https://image.tmdb.org/t/p/w500/i21t6C3ZR5kdqbf6YTvHQhEDHl3.png;11-28-2023;845
83;Dawn of the Planet of the Apes;Andy Serkis,Jason Clarke,Gary Oldman,Keri Russell,Toby Kebbell;Matt Reeves;Mark Bomback,Rick Jaffa,Amanda Silver;PG-13;leader,colony,post-apocalyptic,dystopia,forest;243.791743;One last chance for peace.;https://image.tmdb.org/t/p/w300/kScdQEwS9jPEdnO23XjGAtaoRcT.jpg;https://image.tmdb.org/t/p/original/zlU8BIkgY7E6SMfD3USTWC6bchL.jpg;en;A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.;SCIENCE_FICTION,ACTION,DRAMA,THRILLER;Ingenious Media,Chernin Entertainment,TSG Entertainment;6-26-2014;2h 12m;video;https://image.tmdb.org/t/p/w500/rE0f4rYCkAOEjzfUvAgqtd2sE88.png;12-1-2023;465
84;The Lovers;Josh Hartnett,Simone Kessell,Tamsin Egerton,Alice Englert,Bipasha Basu;Roland Joffé;Roland Joffé;R;Romance,Drama,Forbidden Love,Relationships,Passion,Betrayal,Contemporary,Intrigue,Chinese-American Culture,Artistic Pursuits;2.418535;Love is longer than life.;https://image.tmdb.org/t/p/w300/6esL8UH2sXXqbfbaV6bFEUBCDOr.jpg;https://image.tmdb.org/t/p/original/bHDQPPXx5hxkrg7oE9TJXrFHUSg.jpg;en;The Lovers is an epic romance time travel adventure film. Helmed by Roland Joffé from a story by Ajey Jhankar, the film is a sweeping tale of an impossible love set against the backdrop of the first Anglo-Maratha war across two time periods and continents and centred around four characters — a British officer in 18th century colonial India, the Indian woman he falls deeply in love with, an American present-day marine biologist and his wife.;ACTION,ADVENTURE,SCIENCE_FICTION,ROMANCE;Corsan,Bliss Media,Limelight International Media Entertainment,Neelmudra Entertainment,Aristos Films,Singularity Productions,Wildkite;2-13-2015;1h 33m;video;https://image.tmdb.org/t/p/w500/xlQztJFQ7idBv1eWbt4xedXqgWk.png;11-11-2023;345
85;47 Ronin;Keanu Reeves,Hiroyuki Sanada,Kou Shibasaki,Tadanobu Asano,Min Tanaka;Carl Rinsch;Chris Morgan,Hossein Amini;PG-13;Japan,suicide,samurai,based on true story,samurai sword;41.796339;For courage. For loyalty. For honor.;https://image.tmdb.org/t/p/w300/xDHnmcroujCRG0ysYQaiswjbyHd.jpg;https://image.tmdb.org/t/p/original/nyt0jlofZyjhRqiQkEp0cdoKaS3.jpg;en;Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born. Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai. Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind. To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.;DRAMA,ACTION,ADVENTURE,FANTASY;Mid Atlantic Films,Stuber Productions,Universal,Moving Picture Company (MPC),H2F Entertainment;12-6-2013;1h 33m;video;https://image.tmdb.org/t/p/w500/dFKs0gqgRlxAhjwW73jtTF9M7qA.png;10-29-2023;134
86;Captain America: The Winter Soldier;Chris Evans,Samuel L. Jackson,Scarlett Johansson,Robert Redford,Sebastian Stan;Anthony Russo;Christopher Markus,Stephen McFeely;PG-13;Washington D.C.,future,SHIELD,Marvel Comic,superhero;72.225265;In heroes we trust.;https://image.tmdb.org/t/p/w300/tVFRpFw3xTedgPGqxW0AOI8Qhh0.jpg;https://image.tmdb.org/t/p/original/1RWLMyC9KcFfcaoViMiJGSSZzzr.jpg;en;After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.;ACTION,ADVENTURE,SCIENCE_FICTION;Marvel Studios;3-20-2014;2h 2m;video;https://image.tmdb.org/t/p/w500/jTcSl0oOEF5LsqIT47YXYD3Yu9O.png;12-5-2023;654
87;Shrek Forever After;Mike Myers,Eddie Murphy,Cameron Diaz,Antonio Banderas,Julie Andrews;Mike Mitchell;Josh Klausner,Darren Lemke;PG;ogre,3D;44.041186;It ain't Ogre... Til it's Ogre;https://image.tmdb.org/t/p/w300/6HrfPZtKcGmX2tUWW3cnciZTaSD.jpg;https://image.tmdb.org/t/p/original/gVl6aX2paJIHpMxAAe8X36VNExi.jpg;en;A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.;COMEDY,ADVENTURE,FANTASY,ANIMATION,FAMILY;DreamWorks Animation;5-16-2010;1h 38m;video;https://image.tmdb.org/t/p/w500/fPHSSdAuBLi2zYWZMg3ARsMR3E0.png;1-7-2024;223
88;Tomorrowland;Britt Robertson,George Clooney,Raffey Cassidy,Thomas Robinson,Hugh Laurie;Brad Bird;Damon Lindelof,Brad Bird,Jeff Jensen;PG;inventor,apocalypse,destiny,IMAX,dreamer;130.311355;Imagine a world where nothing is impossible.;https://image.tmdb.org/t/p/w300/bvJJVbFxkEHjGCteuO7Kxym20CP.jpg;https://image.tmdb.org/t/p/original/cteybFaQme2gzW3qnflMk87pSCN.jpg;en;Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as "Tomorrowland.";ADVENTURE,FAMILY,MYSTERY,SCIENCE_FICTION;Walt Disney Pictures,Babieka,A113;5-19-2015;1h 31m;video;https://image.tmdb.org/t/p/w500/3pFobPZLoxpoMdWsC9FHeAPqwrW.png;1-17-2024;653
89;Big Hero 6;Scott Adsit,Ryan Potter,Daniel Henney,T.J. Miller,Jamie Chung;Chris Williams;Jordan Roberts,Daniel Gerson,Robert L. Baird;PG;brother-brother relationship,hero,talent,revenge,best friend;203.73459;From the creators of Wreck-it Ralph and Frozen;https://image.tmdb.org/t/p/w300/2mxS4wUimwlLmI1xp6QW6NSU361.jpg;https://image.tmdb.org/t/p/original/5tub2Kw6NboWFblA1CgDEwB59jP.jpg;en;The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.;ADVENTURE,FAMILY,ANIMATION,ACTION,COMEDY;Walt Disney Pictures,Walt Disney Animation Studios;10-24-2014;2h 38m;video;https://image.tmdb.org/t/p/w500/y49pcTmg7SxDV4u0fVz2RJm8nl1.png;1-8-2024;134
90;Wreck-It Ralph;John C. Reilly,Sarah Silverman,Jack McBrayer,Jane Lynch,Alan Tudyk;Rich Moore;Phil Johnston,Jennifer Lee;PG;support group,product placement,bullying,racing,arcade;62.341073;The story of a regular guy just looking for a little wreck-ognition.;https://image.tmdb.org/t/p/w300/zWoIgZ7mgmPkaZjG0102BSKFIqQ.jpg;https://image.tmdb.org/t/p/original/ziC23LkMYj8gToQQYQGWSGJCLNF.jpg;en;Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.;FAMILY,ANIMATION,COMEDY,ADVENTURE;Walt Disney Animation Studios;11-1-2012;1h 36m;video;https://image.tmdb.org/t/p/w500/dZ9UDMxFeOjtwe8lLXGm889mRKN.png;12-25-2023;454
91;The Polar Express;Tom Hanks,Michael Jeter,Nona Gaye,Peter Scolari,Eddie Deezen;Robert Zemeckis;Robert Zemeckis,William Broyles Jr.;G;Santa Claus,nerd,faith,gift,bell;47.323228;This holiday season... believe.;https://image.tmdb.org/t/p/w300/eOoCzH0MqeGr2taUZO4SwG416PF.jpg;https://image.tmdb.org/t/p/original/j5bNVfWgbbb36cUSVqSwcbIspOh.jpg;en;When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.;ADVENTURE,ANIMATION,FAMILY,FANTASY;Golden Mean,Playtone,ImageMovers;11-10-2004;1h 34m;video;https://image.tmdb.org/t/p/w500/bRwL50GcGVhEQ7EAOgdlfuOAemq.png;11-15-2023;654
92;Independence Day: Resurgence;Liam Hemsworth,Jeff Goldblum,Bill Pullman,Maika Monroe,Sela Ward;Roland Emmerich;Nicolas Wright,James A. Woods,Dean Devlin,Roland Emmerich,James Vanderbilt;PG-13;alternate history,alien invasion;48.775723;We had twenty years to prepare. So did they.;https://image.tmdb.org/t/p/w300/9S50foUIYGwiNPWOxi1WJF6IPwI.jpg;https://image.tmdb.org/t/p/original/jgiLc2X6OafvcadrNUaMeElgJrQ.jpg;en;We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.;ACTION,ADVENTURE,SCIENCE_FICTION;Twentieth Century Fox Film Corporation,Centropolis Entertainment,TSG Entertainment,Stereo D;6-22-2016;2h 0m;video;https://image.tmdb.org/t/p/w500/8ihFkFuSLspJphDs7knGhgdPbg1.png;9-23-2023;342
93;How to Train Your Dragon;Jay Baruchel,Gerard Butler,Craig Ferguson,America Ferrera,Jonah Hill;Chris Sanders;Will Davies,Dean DeBlois,Chris Sanders;PG;flying,blacksmith,arena,island,night;67.263269;One adventure will change two worlds.;https://image.tmdb.org/t/p/w300/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg;https://image.tmdb.org/t/p/original/aH9KWmXFMamXkHMgLjnQmSYjScL.jpg;en;As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father;FANTASY,ADVENTURE,ANIMATION,FAMILY;DreamWorks Animation,Vertigo Entertainment,Mad Hatter Entertainment;3-5-2010;1h 53m;video;https://image.tmdb.org/t/p/w500/fVx8L4UnxrgRjiyJFPfDt9XU6Nt.png;8-6-2023;212
94;Terminator 3: Rise of the Machines;Arnold Schwarzenegger,Nick Stahl,Claire Danes,Kristanna Loken,David Andrews;Jonathan Mostow;John Brancato,Michael Ferris;R;saving the world,artificial intelligence,father-son relationship,single parent,NASA;69.405188;The Machines Will Rise.;https://image.tmdb.org/t/p/w300/qAnafzrd9Y5pVTWAP0tSDDMPzTR.jpg;https://image.tmdb.org/t/p/original/voVkSwgFYv9GOpRNfUAwj6qYRTL.jpg;en;It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.;ACTION,THRILLER,SCIENCE_FICTION;Columbia Pictures,Intermedia Films,Warner Bros.,C-2 Pictures,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,Mostow/Lieberman Productions;7-2-2003;2h 4m;video;https://image.tmdb.org/t/p/w500/abMcQB5mbUYEnV994oME22xYRoh.png;11-10-2023;587
95;Guardians of the Galaxy;Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel,Bradley Cooper;James Gunn;James Gunn,Nicole Perlman;PG-13;marvel,comic,spaceship,space,outer space,orphan;481.098624;All heroes start somewhere.;https://image.tmdb.org/t/p/w300/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg;https://image.tmdb.org/t/p/original/i34ijHY5hr52uYcKZ48wq7K6yUs.jpg;en;Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.;ACTION,SCIENCE_FICTION,ADVENTURE;Marvel Studios,Moving Picture Company (MPC),Bulletproof Cupid,Revolution Sun Studios;7-30-2014;2h 9m;video;https://image.tmdb.org/t/p/w500/fsauViA7Rj5riPzF3HkVT1uVThY.png;10-23-2023;345
96;Interstellar;Matthew McConaughey,Jessica Chastain,Anne Hathaway,Michael Caine,Casey Affleck;Christopher Nolan;Jonathan Nolan,Christopher Nolan;PG-13;saving the world,artificial intelligence,father-son relationship,single parent,NASA;724.247784;Mankind was born on Earth. It was never meant to die here.;https://image.tmdb.org/t/p/w300/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg;https://image.tmdb.org/t/p/original/xJHokMbljvjADYdit5fK5VQsXEG.jpg;en;Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.;ADVENTURE,DRAMA,SCIENCE_FICTION;Paramount Pictures,Legendary Pictures,Warner Bros.,Syncopy,Lynda Obst Productions;11-5-2014;1h 36m;video;https://image.tmdb.org/t/p/w500/rf5sspdsudNSITHMNNcJyvb1LBv.png;11-16-2023;354
97;Inception;Leonardo DiCaprio,Joseph Gordon-Levitt,Ellen Page,Tom Hardy,Ken Watanabe;Christopher Nolan;Christopher Nolan;PG-13;loss of lover,dream,kidnapping,sleep,subconsciousness;167.58371;Your mind is the scene of the crime.;https://image.tmdb.org/t/p/w300/oYuLEt3zVCKq57qu2F8dT7NIa6f.jpg;https://image.tmdb.org/t/p/original/8ZTVqvKDQ8emSGUEMjsS4yHAwrp.jpg;en;Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: "inception", the implantation of another person's idea into a target's subconscious.;ACTION,THRILLER,SCIENCE_FICTION,MYSTERY,ADVENTURE;Legendary Pictures,Warner Bros.,Syncopy;7-14-2010;1h 34m;video;https://image.tmdb.org/t/p/w500/iXYh7y0vI1DZR0taTuvrr8PSnOd.png;12-28-2023;456
98;Shin Godzilla;Hiroki Hasegawa,Yutaka Takenouchi,Satomi Ishihara,Kengo Kora,Matsuo Satoru;Hideaki Anno;Hideaki Anno;NR;monster,Godzilla,giant monster,destruction,kaiju;9.476999;A god incarnate. A city doomed.;https://image.tmdb.org/t/p/w300/jPNShaWZMpVF0iQ7j1dvTuZLD20.jpg;https://image.tmdb.org/t/p/original/9nyToPG5mhfm4KiPGChu35jH9QZ.jpg;ja;From the mind behind Evangelion comes a hit larger than life.  When a massive, gilled monster emerges from the deep and tears through the city, the government scrambles to save its citizens.  A rag-tag team of volunteers cuts through a web of red tape to uncover the monster's weakness and its mysterious ties to a foreign superpower.  But time is not on their side - the greatest catastrophe to ever befall the world is about to evolve right before their very eyes.;ACTION,ADVENTURE,DRAMA,HORROR,SCIENCE_FICTION;Cine Bazar,Toho Pictures;7-29-2016;2h 4m;video;https://image.tmdb.org/t/p/w500/r4XapZGmoELGBIn1HNe65NQK7QQ.png;11-30-2023;245
99;The Hobbit: An Unexpected Journey;Ian McKellen,Martin Freeman,Richard Armitage,Andy Serkis,Cate Blanchett;Peter Jackson;Fran Walsh,Philippa Boyens,Peter Jackson,Guillermo del Toro;PG-13;riddle,elves,dwarves,orcs,middle-earth (tolkien);108.849621;From the smallest beginnings come the greatest legends.;https://image.tmdb.org/t/p/w300/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg;https://image.tmdb.org/t/p/original/xyXmtuvsoM5J3yNad0nvcetpBdY.jpg;en;Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.;ADVENTURE,FANTASY,ACTION;WingNut Films,New Line Cinema,Warner Bros. Pictures,Metro-Goldwyn-Mayer (MGM);11-26-2012;1h 48m;video;https://image.tmdb.org/t/p/w500/pG0mb8jq3WdRTvvHFkgW95xljz3.png;9-12-2023;786
100;The Fast and the Furious;Paul Walker,Vin Diesel,Michelle Rodriguez,Jordana Brewster,Rick Yune;Rob Cohen;Gary Scott Thompson,Erik Bergquist,David Ayer;PG-13;street gang,car race,undercover,auto-tuning,los angeles;6.909942;Live life 1/4 mile at a time.;https://image.tmdb.org/t/p/w300/gqY0ITBgT7A82poL9jv851qdnIb.jpg;https://image.tmdb.org/t/p/original/jY9ef5nqY4xIIMu3yzW3qamUCoi.jpg;en;Domenic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.;ACTION,CRIME,THRILLER;Universal Pictures,Original Film,Ardustry Entertainment,Mediastream Film GmbH & Co. Productions KG;6-22-2001;1h 46m;video;https://image.tmdb.org/t/p/w500/jCbjdbiG1BtiX4aqhvgf6YdXuIq.png;9-28-2023;234
101;The Jungle Book;Neel Sethi,Bill Murray,Ben Kingsley,Idris Elba,Scarlett Johansson;Jon Favreau;Justin Marks;PG-13;based on novel, snake, wolf, elephant, tiger;94.199316;Discover the wild within and embark on a timeless journey through the heart of the jungle.;https://image.tmdb.org/t/p/w300/xIGhgcLtzzTON56G905I5tuwNQM.jpg;https://image.tmdb.org/t/p/original/tB2w4m0rW62MTufTjRj0gFLMVBP.jpg;en;After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.;FAMILY,ADVENTURE,DRAMA,FANTASY;Walt Disney Pictures,Walt Disney Studios Motion Pictures,Fairview Entertainment,Moving Picture Company (MPC);4-7-2016;2h 6m;video;https://image.tmdb.org/t/p/w500/dBa8FXmgDJtnx51xCXGW8qFyaLX.png;1-4-2023;134
